Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Operative_Procedure,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On Track Toward 2020 Goal (0.82, 2018)",SIR_2015,Notes
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Hip prosthesis,199,2,0.71,2.83,0.34,10.20,Same,No,5.05,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),"Hysterectomy,abdominal",14,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Knee prosthesis,260,0,0.60,0.00,0.00,6.11,Same,Yes,1.48,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Laminectomy,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Ovarian surgery,20,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Pacemaker surgery,15,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Rectal surgery,13,0,0.27,0.00,0.00,13.82,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Small bowel surgery,32,0,0.63,0.00,0.00,5.88,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),"Hysterectomy, vaginal",14,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",080000127,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),Exploratory abdominal surgery (laparotomy),50,0,0.31,0.00,0.00,12.10,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),,53,0,0.25,0.00,0.00,14.70,Same,Yes,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),Appendix surgery,4,0,0.01,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),Gallbladder surgery,23,0,0.05,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),Colon surgery,2,0,0.04,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),Open reduction of fracture,15,0,0.10,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),Hip prosthesis,4,0,0.04,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000066,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),Exploratory abdominal surgery (laparotomy),5,0,0.03,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),,4137,0,21.04,0.00,0.00,0.14,Better,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Appendix surgery,239,0,1.48,0.00,0.00,2.02,Same,Yes,2.89,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Bile duct, liver or pancreatic surgery",20,0,0.28,0.00,0.00,13.27,Same,Yes,3.04,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Cardiac surgery,29,0,0.09,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest and donor incisions",48,0,0.33,0.00,0.00,11.05,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest incision only",6,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Gallbladder surgery,338,0,1.30,0.00,0.00,2.31,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Colon surgery,178,0,3.33,0.00,0.00,0.90,Better,Yes,3.34,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Cesarean section,719,0,0.70,0.00,0.00,5.30,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Spinal fusion,174,0,0.90,0.00,0.00,4.10,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Open reduction of fracture,245,0,1.29,0.00,0.00,2.33,Same,Yes,1.91,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Gastric surgery,221,0,0.82,0.00,0.00,4.52,Same,Yes,0.80,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Hip prosthesis,219,0,1.46,0.00,0.00,2.05,Same,Yes,1.20,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Hysterectomy,abdominal",250,0,1.28,0.00,0.00,2.35,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Knee prosthesis,298,0,0.96,0.00,0.00,3.86,Same,Yes,2.10,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Laminectomy,12,0,0.04,,,,,,2.41,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Kidney surgery,36,0,0.12,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Ovarian surgery,218,0,0.16,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Pacemaker surgery,152,0,0.27,0.00,0.00,13.51,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Rectal surgery,37,0,0.66,0.00,0.00,5.57,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Small bowel surgery,197,0,3.85,0.00,0.00,0.78,Better,Yes,0.56,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Spleen surgery,5,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Thoracic surgery,102,0,0.21,0.00,0.00,17.57,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Hysterectomy, vaginal",66,0,0.28,0.00,0.00,13.32,Same,Yes,1.72,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000159,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Exploratory abdominal surgery (laparotomy),328,0,1.19,0.00,0.00,2.52,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),,1908,3,8.19,0.37,0.09,1.00,Better,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Appendix surgery,88,0,0.22,0.00,0.00,16.54,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),"Bile duct, liver or pancreatic surgery",1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Gallbladder surgery,146,0,0.29,0.00,0.00,12.90,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Colon surgery,37,0,0.62,0.00,0.00,5.97,Same,Yes,1.30,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Cesarean section,599,0,0.43,0.00,0.00,8.68,Same,Yes,1.53,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Spinal fusion,71,0,0.35,0.00,0.00,10.42,Same,Yes,2.29,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Open reduction of fracture,18,0,0.12,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Gastric surgery,164,0,0.58,0.00,0.00,6.35,Same,Yes,0.76,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Hip prosthesis,167,1,0.83,1.21,0.03,6.71,Same,No,2.65,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy,abdominal",67,0,0.35,0.00,0.00,10.57,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Knee prosthesis,354,0,0.94,0.00,0.00,3.95,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Laminectomy,3,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Kidney surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Ovarian surgery,19,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Rectal surgery,1,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Small bowel surgery,151,0,3.32,0.00,0.00,0.90,Better,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Thoracic surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy, vaginal",5,2,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",250000186,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),Exploratory abdominal surgery (laparotomy),15,0,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),,3870,29,19.94,1.46,0.99,2.06,Same,No,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Abdominal aortic aneurysm repair,2,0,0.01,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Appendix surgery,153,1,0.74,1.36,0.03,7.58,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),"Bile duct, liver or pancreatic surgery",13,2,0.38,5.28,0.64,19.06,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Cardiac surgery,41,1,0.10,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest and donor incisions",71,0,0.45,0.00,0.00,8.14,Same,Yes,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest incision only",9,0,0.09,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Gallbladder surgery,349,4,1.35,2.97,0.94,7.17,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Colon surgery,186,4,4.07,0.98,0.31,2.37,Same,No,4.84,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Cesarean section,1135,0,2.48,0.00,0.00,1.21,Same,Yes,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Spinal fusion,133,2,1.78,1.12,0.19,3.70,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Open reduction of fracture,215,1,1.14,0.88,0.04,4.32,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Gastric surgery,187,0,0.81,0.00,0.00,4.56,Same,Yes,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Hip prosthesis,266,3,1.33,2.26,0.57,6.15,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),"Hysterectomy,abdominal",201,1,1.18,0.85,0.04,4.17,Same,No,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Knee prosthesis,367,3,1.43,2.11,0.54,5.73,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Laminectomy,97,3,0.41,7.35,1.52,21.49,Worse,No,1.64,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Kidney surgery,8,0,0.03,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Ovarian surgery,43,0,0.03,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Pacemaker surgery,143,0,0.22,0.00,0.00,16.92,Same,Yes,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Rectal surgery,16,0,0.24,0.00,0.00,15.18,Same,Yes,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Small bowel surgery,61,3,1.12,2.68,0.68,7.30,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Spleen surgery,5,0,0.02,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Thoracic surgery,82,0,0.19,,,,,,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),"Hysterectomy, vaginal",52,1,0.22,4.59,0.12,25.56,Same,No,0.00,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",070000048,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),Exploratory abdominal surgery (laparotomy),35,0,0.14,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),,2323,10,8.53,1.17,0.60,2.09,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Appendix surgery,58,0,0.12,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),"Bile duct, liver or pancreatic surgery",164,0,0.87,0.00,0.00,4.23,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Gallbladder surgery,71,0,0.18,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Colon surgery,23,0,0.44,0.00,0.00,8.48,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Spinal fusion,485,6,1.88,3.19,1.29,6.63,Worse,No,0.56,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Open reduction of fracture,80,2,0.39,5.20,0.63,18.77,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Gastric surgery,312,0,1.04,0.00,0.00,2.88,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Hip prosthesis,181,0,0.78,0.00,0.00,4.73,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy,abdominal",1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Knee prosthesis,196,0,0.56,0.00,0.00,6.58,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Laminectomy,437,2,1.20,1.67,0.28,5.51,Same,No,0.55,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Kidney surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Ovarian surgery,7,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Pacemaker surgery,18,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Rectal surgery,4,0,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Small bowel surgery,19,0,0.40,0.00,0.00,9.25,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Thoracic surgery,221,0,0.44,0.00,0.00,8.38,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy, vaginal",1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000096,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Exploratory abdominal surgery (laparotomy),44,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000063,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),,159,0,0.48,0.00,0.00,7.62,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000063,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),Appendix surgery,41,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000063,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),Gallbladder surgery,61,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000063,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),Colon surgery,2,0,0.04,,,,,,,
